concept set,Id,Code,Name,Class,Standard Concept Caption,Valid Start Date,Valid End Date,Domain,Vocabulary,,,,
rheumatoid arthritis,3541174,6.89611E+14,Rheumatoid arthropathy with visceral or systemic involvement NOS,Disorder,Non-Standard,3/31/10,9/30/12,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616539,M05.11,"Rheumatoid lung disease, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,4116767,201795000,Rheumatoid arthropathy with visceral or systemic involvement NOS,Disorder,Non-Standard,1/30/02,1/30/10,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,601032,3.18861E+14,Seropositive rheumatoid arthritis of left hand,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616634,M06.80,"Other specified rheumatoid arthritis, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616614,M06.28,"Rheumatoid bursitis, other",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616564,M05.36,"Rheumatoid arthritis with involvement of other organs and systems, lower leg",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,601042,3.19061E+14,Left shoulder region seronegative rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40320306,156475000,Rheumatoid arthritis of wrist,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,3538908,6.56651E+14,Rheumatoid arthritis of other tarsal joint,Disorder,Non-Standard,3/31/10,9/30/12,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42619374,M05.38,"Rheumatoid arthritis with involvement of other organs and systems, other",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616609,M06.23,"Rheumatoid bursitis, forearm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,4114438,201765008,Other rheumatoid arthritis of spine,Disorder,Non-Standard,1/30/02,1/30/10,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616569,M05.82,"Other seropositive rheumatoid arthritis, upper arm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616561,M05.33,"Rheumatoid arthritis with involvement of other organs and systems, forearm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616589,M06.02,"Seronegative rheumatoid arthritis, upper arm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,1340523,OMOP5166178,Progression of rheumatoid arthritis,Disorder,Standard,5/5/22,12/30/99,0,0,0,0,Condition,OMOP Extension
rheumatoid arthritis,609061,3.18931E+14,Seropositive rheumatoid arthritis of right hand,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40439632,239794002,Fibrosing alveolitis associated with rheumatoid arthritis,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,35826954,6-1464,rheumatoid arthritis,Value,Non-Standard,1/11/12,12/30/99,0,0,0,0,Observation,UK Biobank
rheumatoid arthritis,42616532,M05.04,"Felty syndrome, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,45450409,Nyu1000,[X]Rheumatoid arthritis with involvement of other organs or systems,Read,Non-Standard,3/31/14,12/30/99,0,0,0,0,Condition,Read
rheumatoid arthritis,42616583,M05.96,"Seropositive rheumatoid arthritis, unspecified, lower leg",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616549,M05.21,"Rheumatoid vasculitis, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616535,M05.07,"Felty syndrome, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,37160421,1162364006,Felty syndrome with seronegative rheumatoid arthritis,Disorder,Standard,9/29/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616607,M06.21,"Rheumatoid bursitis, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616637,M06.83,"Other specified rheumatoid arthritis, forearm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,1570051,M06.23,"Rheumatoid bursitis, wrist",5-char nonbill code,Non-Standard,12/31/11,12/30/99,0,0,0,0,Condition,ICD10CM
rheumatoid arthritis,42616582,M05.95,"Seropositive rheumatoid arthritis, unspecified, pelvic region and thigh",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616572,M05.85,"Other seropositive rheumatoid arthritis, pelvic region and thigh",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,37309722,1.5745E+16,Bilateral deformity of feet due to rheumatoid arthritis,Clinical Finding,Standard,1/30/20,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616635,M06.81,"Other specified rheumatoid arthritis, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,4114445,201792002,Other rheumatoid arthropathy with visceral or systemic involvement,Disorder,Non-Standard,1/30/02,1/30/10,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40320311,156480009,Rheumatoid arthritis - other joint,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,44812846,4.14821E+14,"[X]Seropositive rheumatoid arthritis, unspecified",Disorder,Non-Standard,3/31/09,3/31/15,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40400209,201787004,Seronegative rheumatoid arthritis,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616585,M05.98,"Seropositive rheumatoid arthritis, unspecified, other",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,36045667,10003269,Arthritis rheumatoid aggravated,LLT,Classification,12/31/69,12/30/99,0,0,0,0,Condition,MedDRA
rheumatoid arthritis,42616587,M06.00,"Seronegative rheumatoid arthritis, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,609024,1.60501E+16,Bilateral seropositive rheumatoid arthritis of feet,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,608809,1.56911E+16,Bilateral seronegative rheumatoid arthritis of feet,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,45616041,D056653,Rheumatoid Vasculitis,Main Heading,Non-Standard,12/31/69,12/30/99,0,0,0,0,Condition,MeSH
rheumatoid arthritis,40273375,111218008,Rheumatoid arthritis with other visceral or systemic involvement,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616648,M06.94,"Rheumatoid arthritis, unspecified, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616563,M05.35,"Rheumatoid arthritis with involvement of other organs and systems, pelvic region and thigh",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616558,M05.30,"Rheumatoid arthritis with involvement of other organs and systems, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,36687000,1.5686E+16,Rheumatoid arthritis of right temporomandibular joint,Disorder,Standard,8/31/18,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616594,M06.08,"Seronegative rheumatoid arthritis, other",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616578,M05.91,"Seropositive rheumatoid arthritis, unspecified, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616638,M06.84,"Other specified rheumatoid arthritis, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,601039,3.19011E+14,Seronegative rheumatoid arthritis of joint of left ankle,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,601034,3.18901E+14,Left wrist region seropositive rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616652,M06.99,"Rheumatoid arthritis, unspecified, site unspecified",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,37309724,1.57444E+16,Bilateral deformity of hands due to rheumatoid arthritis,Disorder,Standard,1/30/20,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,608812,1.56913E+16,Bilateral seronegative rheumatoid arthritis of wrists,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616577,M05.90,"Seropositive rheumatoid arthritis, unspecified, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616615,M06.29,"Rheumatoid bursitis, site unspecified",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,4115052,201782005,Rheumatoid arthritis of other tarsal joint,Disorder,Non-Standard,1/30/02,1/30/10,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616545,M05.17,"Rheumatoid lung disease, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42534841,1.07389E+15,Deformity of left foot co-occurrent and due to rheumatoid arthritis,Disorder,Standard,1/30/18,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616642,M06.88,"Other specified rheumatoid arthritis, other",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616592,M06.06,"Seronegative rheumatoid arthritis, lower leg",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,45596441,M06,Other rheumatoid arthritis,ICD10 Hierarchy,Non-Standard,4/30/90,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,1569997,M05.36,Rheumatoid heart disease with rheumatoid arthritis of knee,5-char nonbill code,Non-Standard,12/31/11,12/30/99,0,0,0,0,Condition,ICD10CM
rheumatoid arthritis,36045673,10037740,RA,LLT,Non-Standard,12/31/69,8/30/23,0,0,0,0,Condition,MedDRA
rheumatoid arthritis,42616544,M05.16,"Rheumatoid lung disease, lower leg",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,601041,3.19051E+14,Seronegative rheumatoid arthritis of left knee joint,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616646,M06.92,"Rheumatoid arthritis, unspecified, upper arm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616573,M05.86,"Other seropositive rheumatoid arthritis, lower leg",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616555,M05.27,"Rheumatoid vasculitis, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616645,M06.91,"Rheumatoid arthritis, unspecified, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40320309,156478003,Rheumatoid arthritis of knee,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616593,M06.07,"Seronegative rheumatoid arthritis, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616540,M05.12,"Rheumatoid lung disease, upper arm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616580,M05.93,"Seropositive rheumatoid arthritis, unspecified, forearm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616640,M06.86,"Other specified rheumatoid arthritis, lower leg",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,603300,1.56919E+16,Bilateral seropositive rheumatoid arthritis of hip joints,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616528,M05.00,"Felty syndrome, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,601045,3.19121E+14,Right hip joint seronegative rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616643,M06.89,"Other specified rheumatoid arthritis, site unspecified",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616591,M06.05,"Seronegative rheumatoid arthritis, pelvic region and thigh",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40400217,201794001,Rheumatoid lung,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616560,M05.32,"Rheumatoid arthritis with involvement of other organs and systems, upper arm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616581,M05.94,"Seropositive rheumatoid arthritis, unspecified, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,45614044,D001172,"Arthritis, Rheumatoid",Main Heading,Non-Standard,12/31/69,12/30/99,0,0,0,0,Condition,MeSH
rheumatoid arthritis,42616595,M06.09,"Seronegative rheumatoid arthritis, site unspecified",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40400212,201790005,Rheumatoid arthritis - multiple joint,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616541,M05.13,"Rheumatoid lung disease, forearm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,42616566,M05.39,"Rheumatoid arthritis with involvement of other organs and systems, site unspecified",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40401307,203729008,[X]Rheumatoid arthritis with involvement of other organs or systems,Disorder,Non-Standard,1/30/02,1/30/09,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,37207806,3.18941E+14,Seropositive rheumatoid arthritis of right hip,Disorder,Standard,2/28/19,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616556,M05.28,"Rheumatoid vasculitis, other",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40401308,203730003,[X]Other seropositive rheumatoid arthritis,Disorder,Non-Standard,1/30/02,1/30/09,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,37207804,3.18871E+14,Seropositive rheumatoid arthritis of left hip,Disorder,Standard,2/28/19,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,601040,3.19041E+14,Left hip joint seronegative rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616644,M06.90,"Rheumatoid arthritis, unspecified, multiple sites",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,36687005,1.56917E+16,Rheumatoid arthritis of bilateral ankles,Disorder,Standard,8/31/18,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,608813,1.5692E+16,Bilateral seropositive rheumatoid arthritis of wrist joint regions,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40400237,201811002,"[X]Seropositive rheumatoid arthritis, unspecified",Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616590,M06.04,"Seronegative rheumatoid arthritis, hand",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,605413,1.0736E+15,Right foot seropositive rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,601030,3.18841E+14,Left ankle seropositive rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616551,M05.23,"Rheumatoid vasculitis, forearm",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,36045676,10039074,Rheumatoid arthritis aggravated,LLT,Classification,12/31/69,12/30/99,0,0,0,0,Condition,MedDRA
rheumatoid arthritis,40400239,201813004,(Rheumatoid lung) or (Caplan's syndrome) or (fibrosing alveolitis associated with rheumatoid arthritis),Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616650,M06.97,"Rheumatoid arthritis, unspecified, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40396462,196132006,Rheumatoid lung,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,40320304,156473007,Rheumatoid arthritis of shoulder,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,601047,3.19141E+14,Right shoulder region seronegative rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616546,M05.18,"Rheumatoid lung disease, other",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,603299,1.56919E+16,Bilateral seropositive rheumatoid arthritis of knees,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,608811,1.56912E+16,Bilateral seronegative rheumatoid arthritis of knees,Disorder,Standard,1/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616588,M06.01,"Seronegative rheumatoid arthritis, shoulder region",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,40392326,195138003,Rheumatoid carditis,Disorder,Non-Standard,1/30/02,1/30/02,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,42616641,M06.87,"Other specified rheumatoid arthritis, ankle and foot",ICD10 code,Non-Standard,11/30/16,12/30/99,0,0,0,0,Condition,ICD10
rheumatoid arthritis,1569972,M05.05,"Felty's syndrome, hip",5-char nonbill code,Non-Standard,12/31/11,12/30/99,0,0,0,0,Condition,ICD10CM
rheumatoid arthritis,605414,1.07361E+15,Left foot seropositive rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
rheumatoid arthritis,601035,3.18911E+14,Right ankle seropositive rheumatoid arthritis,Disorder,Standard,7/30/21,12/30/99,0,0,0,0,Condition,SNOMED
sickle cell disease,35104265,10060892,Haemoglobinopathy,PT,Classification,12/31/69,12/30/99,0,"44,370,030",0,"5,879,776",Condition,MedDRA
sickle cell disease,432868,80141007,Hemoglobinopathy,Disorder,Standard,1/30/02,12/30/99,"3,246,459","44,370,030","1,196,204","5,879,776",Condition,SNOMED
sickle cell disease,35123415,10055610,Hemoglobinopathy,LLT,Classification,12/31/69,12/30/99,0,"44,370,030",0,"5,879,776",Condition,MedDRA
sickle cell disease,4213628,417357006,Sickling disorder due to hemoglobin S,Disorder,Standard,7/30/05,12/30/99,"2,724,214","28,323,889","235,244","1,455,366",Condition,SNOMED
sickle cell disease,35123441,10040653,Sickle-cell anemia,LLT,Classification,12/31/69,12/30/99,0,"21,627,812",0,"869,786",Condition,MedDRA
sickle cell disease,35123444,10054629,Sickle cell anemia,LLT,Classification,12/31/69,12/30/99,0,"21,627,812",0,"869,786",Condition,MedDRA
sickle cell disease,22281,127040003,Sickle cell-hemoglobin SS disease,Disorder,Standard,1/30/02,12/30/99,"685,680","21,627,812","68,054","869,786",Condition,SNOMED
sickle cell disease,35104270,10040641,Sickle cell anaemia,PT,Classification,12/31/69,12/30/99,0,"21,627,812",0,"869,786",Condition,MedDRA
sickle cell disease,35123438,10040645,Sickle cell disease NOS,LLT,Classification,12/31/69,12/30/99,0,"21,627,812",0,"869,786",Condition,MedDRA
sickle cell disease,35123437,10040644,Sickle cell disease,PT,Classification,12/31/69,12/30/99,0,"21,627,812",0,"869,786",Condition,MedDRA
sickle cell disease,4216915,417279003,Hemoglobin S sickling disorder with crisis,Disorder,Standard,7/30/05,12/30/99,"429,580","13,512,200","41,005","509,924",Condition,SNOMED
sickle cell disease,35123450,10040643,Sickle cell crisis,LLT,Classification,12/31/69,12/30/99,0,"11,382,040",0,"328,905",Condition,MedDRA
sickle cell disease,35123448,10019178,Hb-SS disease with crisis,LLT,Classification,12/31/69,12/30/99,0,"11,382,040",0,"328,905",Condition,MedDRA
